diseaseLabel,symptomsLabel,treatmentLabel,differentFromLabel,riskLabel,causeLabel,diagnosisLabel,icd9,icd10,umls,mesh,nci,article
syndrome cerveau-poumon-thyroïde, , , , , , , ,E03.1,"C1970269,C1970270",C567034, , 
Q55783804, , , , , , , ,E71.3,C1970173,C567006, , 
Q55783805, , , , , , , , ,C1970027,C566988, , 
Q55783820, , , , , , , , ,C1969063, , , 
Q55783830, , , , , , , ,G71.8,C2673677,C567129, , 
Q55783834,hépatosplénomégalie, , , , , , ,E75.2,C2673635,C567125, , 
syndrome HANAC, , , , , , ,758.89,I99,C2673195,C567088, , 
Q55783838, , , , , , , , ,C2673187,C567086, , 
syndrome de Temple-Baraitser, , , , , , , ,Q87.2,C2678486,C567516, , 
Q55783855, , , , , , , , ,C2677587, , , 
syndrome ANE, , , , , , , , ,C2677535,C567425, , 
Q55783863, , , , , , , ,Q81.0,C2677349,C567408, , 
Q55783879, , , , , , , ,D84.8,C2677092,C567379, , 
Q55783885, , , , , , , ,Q87.0,"C2676772,C3808166",C567359, , 
Q55783887, , , , , , , ,D84.1,C2676767,C567355, , 
Q55783890, , , , , , , , ,C2676759,C567353, , 
Q55783893, , , , , , , ,D68.8,C3278211,C567077, , 
syndrome d'Ehlers-Danlos type spondylo-cheiro-dysplasique, , , , , , , ,Q79.6,C2676510,C567340, , 
déficit en cofacteur 2 de l'héparine, , , , , , ,286.3, ,C0398626,C562865, , 
Q55783900, , , , , , , , ,C2676285,C567320, , 
déficit congénital en prékallicréine, , , , , , ,286.9,D68.8,C0272339,C562725,C99022, 
Q55783903, , , , , , , , ,C2676231,C567306, , 
Q55783923, , , , , , , , ,C2675184,C567195, , 
Q55783931, , , , , , , ,D81.8,C2748568,C557826, , 
Q55783932, , , , , , , ,D81.8,C2748557,C557827, , 
Q55783935, , , , , , , ,Q77.7,C2748544,C567558, , 
Q55783945, , , , , , , ,E74.0,C2752027,C567861, , 
glycogénose par déficit en sous-unité M de la lactate déshydrogénase, , , , , , ,271.8,E74.0,"C2752022,C2931743",C538133, , 
Q55783947, , , , , , , ,Q87.8,C2752001, , , 
Q55783951, , , , , , , ,G31.8,C2751855,C567847, , 
Q55783952, , , , , , , ,E75.2,C2751843,C567845, , 
Q55783956, , , , , , , ,K72.0,"C2751567,C3278664", , , 
Q55783958, , , , , , , ,Q82.8,C2751321,C567770, , 
Q55783959, , , , , , , ,G71.3,C2751320,C567769, , 
Q55783964, , , , , , , , ,C2751292,C567751, , 
Q55783966, , , , , , , ,D68.5,"C2751090,C2751091",C567737, , 
polymicrogyrie avec hypoplasie du nerf optique, , , , , , , , ,C2750798,C567715, , 
syndrome de cirrhose-dystonie-polycythémie-hypermanganésémie, , , , , , ,277.89, ,C2750442,C548016, , 
Q55783989, , , , , , , ,Q77.8,C2750075,C567644, , 
Q55783991, , , , , , , ,D68.8,C2750067,C567640,C133884, 
dysplasie spondylo-mégaépiphysaire-métaphysaire, , , , , , , ,Q77.7,C2750066,C567639, , 
Q55784000, , , , , , , , ,C3150649, , , 
Q55784002, , , , , , , , ,C3150657, , , 
Q55784006, , , , , , , ,Q87.0,C3150703, , , 
Q55784007, , , , , , , , ,C3150706, , , 
Q55784010, , , , , , , ,Q87.1,C3150803, , , 
Q55784011, , , , , , , ,Q82.8, , , , 
Q55784018, , , , , , , ,Q82.0,C3150875, , , 
atrophie cérébrale et cérébelleuse infantile avec microcéphalie postnatale progressive, , , , , , , ,Q04.3,C3150921, , , 
Q55784026, , , , , , , ,Q87.2,C3150923, , , 
Q55784027, , , , , , , , ,C3150924, , , 
Q55784028, , , , , , , ,Q87.0,C3150939, , , 
Q55784031, , , , , , , , ,C3150973, , , 
Q55784033, , , , , , , , ,C3151000, , , 
Q55784034, , , , , , , , ,C3151062, , , 
Q55784036, , , , , , , ,D84.1,C3151085,C565360, , 
Q55784039, , , , , , , ,D84.8,C3151088, , , 
syndrome multisystémique de dysfonctionnement des muscles lisses, , , , , , , ,I73.8,C3151201, , , 
Q55784049, , , , , , , , ,C3151219, , , 
Q55784050, , , , , , , ,D84.1,C3151226, , , 
Q55784051, , , , , , , , ,C3151237,C563939, , 
Q55784052, , , , , , , , ,C3151303,C563938, , 
infections récurrentes à Neisseria par déficit en facteur D, , , , , , ,279.8,D84.1,"C0398764,C1851396",C565027, , 
Q55784055, , , , , , , , ,C0268603,C562678, , 
Q55784057, , , , , , , , ,C3151379, , , 
Q55784058, , , , , , , , ,C3151421, , , 
progéria de Nestor-Guillermo, , , , , , , ,E34.8,C3151446, , , 
Q55784062, , , , , , , , ,C3151465, , , 
Q55784063, , , , , , , ,E78.4,C3151466, , , 
Q55784064, , , , , , , , ,"C1841858,C3279657",C564215, , 
Q55784065, , , , , , , , ,C1841651,C564200, , 
Q55784067, , , , , , , , ,"C1863095,C3279661",C566304, , 
Q55784083, , , , , , , , ,"C0342735,C1863485",C536005, , 
Q55784084, , , , , , , , ,C3279716, , , 
Q55784094, , , , , , , , ,C3279757, , , 
anhaptoglobinémie, , , , , , , , ,"C3279786,C3279787", , , 
Q55784168, , , , , , , , ,C2675436, , , 
Q55784184, , , , , , , ,E71.1,"C1864150,C3279840",C566402, , 
Pachygyrie et polymicrogyrie occipitales, , , , , , , ,Q04.3,C3279875, , , 
Q55784188, , , , , , , , ,C3279902, , , 
glycogénose par déficit en sous-unité H de la lactate déshydrogénase, , , , , , , ,E74.0,"C1835592,C3279904",C563641, , 
Hyperbiliverdinémie, , , , , , , ,K76.8,C3279964, , , 
Q55784239, , , , , , , ,Q87.0,C3280073, , , 
Q55784247, , , , , , , ,Q87.3,C3280095, , , 
Q55784254, , , , , , , , ,"C1857964,C3280099", , , 
Q55784267, , , , , , , , ,C3280205, , , 
Q55784269, , , , , , , , ,C3280240, , , 
microcéphalie-malformation capillaire, , , , , , ,759.89,Q87.8,C3280296, , , 
Q55784283, , , , , , , , ,C3280309, , , 
acidémie combinée malonique et méthylmalonique, , , , , , , ,E71.1,C3280314,C580002, , 
Q55784285, , , , , , , , ,"C1866472,C3280315",C566640, , 
syndrome de Wolfram-like, , , , , , , ,E13.8,"C1857286,C3280358", , , 
Q55784300, , , , , , , , ,C3280392, , , 
Q55784301, , , , , , , , ,C3280415, , , 
Q55784304, , , , , , , , ,C3280492, , , 
Q55784306, , , , , , , , ,C3280501, , , 
Déficit en triacylglycérol lipase pancréatique, , , , , , ,277.89,K90.3,"C0268240,C0268241,C3280527,C3280528,C3280529,C3280530", ,C129030, 
Q55784310, , , , , , , ,G60.0,C3280556, , , 
Q55784313, , , , , , , ,G31.8,C3280660, , , 
Q55784319, , , , , , , , ,C3553077, , , 
Q55784321, , , , , , , ,Q87.5,C3280729, , , 
Q55784322, , , , , , , , ,C3280734, , , 
Q55784327, , , , , , , ,Q80.8,C3280856, , , 
Q55784328, , , , , , , , ,C3280866, , , 
Q55784330, , , , , , , ,E88.8,C3280887, , , 
Q55784334, , , , , , , , ,C3280953, , , 
Q55784335, , , , , , , , ,C3280965, , , 
Q55784338, , , , , , , ,G40.4,C3281029, ,C154618, 
Q55784340, , , , , , , , ,C3281055, , , 
Q55784344, , , , , , , , ,"C3281153,C3281154", , , 
Q55784345, , , , , , , ,Q79.6,C3281160, , , 
"leucoencéphalopathie, calcification cérébrales, et kyste", , , , , , , , ,C3281200,C000598644, , 
Q55784348, , , , , , , , ,C3281203, , , 
occlusion intestinale du nouveau-né par déficit en guanylate cyclase 2C, , , , , , ,777.1,P76.0,"C0270246,C2939175", , , 
Q55784359, , , , , , , ,D61.0,C3808553, , , 
Q55784375, , , , , , , , ,C3553538, ,C183529, 
Q55784379, , , , , , , ,E74.4,C3553607, , , 
Q55784381, , , , , , , , ,C3553622, , , 
Q55784382, , , , , , , , ,C3553636, , , 
Q55784384, , , , , , , ,Q87.1,C3541319, , , 
glomérulonéphrite à dépôts de C3, , , , , , , ,N00.5,"C3553720,C4055342", ,C123043, 
Q55784387, , , , , , , ,Q87.1,C3542022, , , 
Q55784393, , , , , , , , ,C3553886, , , 
Q55784397, , , , , , , ,D81.8,C3553943, , , 
Q55784399, , , , , , , , ,C3553961, , , 
Q55784402, , , , , , , ,D84.8,C4013948, , , 
Q55784404, , , , , , , ,D84.8,C4013949, , , 
Q55784405, , , , , , , ,D84.8,C4013950, , , 
Q55784406, , , , , , , ,D84.8,C3808589, , , 
Q55784408, , , , , , , , ,C3554018, , , 
Q55784414, , , , , , , ,G25.3,C3539916, , , 
déficit congénital en leptine, , , , , , , ,E66.8,C3554224, , , 
Q55784418, , , , , , , ,E66.8,C3554225, , , 
Q55784425, , , , , , , , ,C3554344, , , 
Q55784437, , , , , , , ,Q81.0,C3554367, , , 
Q55784462, , , , , , , ,M79.6,C3808667, , , 
Q55784484, , , , , , , ,Q87.1,C3554439, , , 
Q55784488, , , , , , , ,Q87.1,C3554499, , , 
Q55784493, , , , , , , ,Q87.1,C3554576, , , 
Q55784494, , , , , , , ,H35.5,C3554593, , , 
syndrome de Steel, , , , , , , ,Q87.5,C3554594, , , 
Q55784508, , , , , , , ,G71.3,C3554599, , , 
Q55784573, , , , , , , ,D81.2,C3554686, , , 
Q55784574, , , , , , , ,D81.8,C3554687, , , 
Q55784576, , , , , , , ,Q82.8,C3808876, , , 
Q55784600, , , , , , , ,E75.2,C3809008, , , 
Q55784612, , , , , , , ,H50.8,C3809039, ,C186789, 
Q55784623, , , , , , , ,Q82.8,C3809160, , , 
Q55784624, , , , , , , , ,C3809199, , , 
Q55784677, , , , , , , ,G71.2,C3809272, , , 
Q55784705, , , , , , , ,D84.8,C3809332, , , 
Q55784713, , , , , , , , ,C3809431, , , 
Q55784726, , , , , , , ,Q15.8,C3809567, , , 
syndrome de Hartsfield, , , , , , , ,Q87.8,C1845146,C564484, , 
Q55784729, , , , , , , ,D81.8,C3809583, , , 
Q55784730, , , , , , , ,E26.0,C3809609, , , 
Q55784733, , , , , , , ,J84.0,C3809651, , , 
Q55784736, , , , , , , ,Q82.8,C3809719, , , 
Q55784739, , , , , , , ,D72.8,C3809768, , , 
anomalie testiculaire avec ou sans  cardiopathie congénitale, , , , , , , , ,C3809858, , , 
Q55784747, , , , , , , , ,C3809893, , , 
Q55784748, , , , , , , ,M79.6,C3809899, ,C125390, 
Q55784749, , , , , , , ,Q87.8,C3809910, , , 
Q55784750, , , , , , , ,D24,C3809918, , , 
déficit en facteur B du complément, , , , , , , , ,C3809950, , , 
Q55784753, , , , , , , ,E72.8,C3809971, ,C168586, 
syndrome de Loeys-Dietz type 5, , , , , , , , ,C3810012, , , 
microdélétion 8q24.3, , , , , , , , ,C3810023, , , 
Q55784758, , , , , , , ,D81.2,C3810043, , , 
Q55784759, , , , , , , ,D81.8,C3810053, , , 
Q55784760, , , , , , , ,Q82.8,C3810072, , , 
Q55784762, , , , , , , , ,C3810090, , , 
Q55784768, , , , , , , ,E75.2,C3810242, ,C171603, 
Q55784771, , , , , , , ,G71.3,C3810285, , , 
Q55784773, , , , , , , ,E66.8,C3810324, , , 
Q55784774, , , , , , , ,Q82.8,"C3810325,CL939923", , , 
Q55784775, , , , , , , ,D84.8,C3810342, , , 
Q55784776, , , , , , , ,Q87.5,C3810343, , , 
syndrome de Mitchell-Riley, , , , , , , ,Q45.8,C2748662,C567570, , 
Q55784779, , , , , , , ,D61.0,C3810350, , , 
Q55784780, , , , , , , , ,C3810359, , , 
syndrome d'atrophie optique-déficience intellectuelle, , , , , , , ,H47.2,C3810363, , , 
Q55784783, , , , , , , ,E74.8,C3810404, , , 
Q55784784, , , , , , , ,D81.1,C4014233, , , 
Q55784785, , , , , , , ,G98,C4014239, , , 
Q55784787, , , , , , , ,N97.8,C4014291, , , 
Q55784788, , , , , , , , ,C4014339, , , 
Q55784793, , , , , , , , ,C4014430, , , 
Syndrome de polydactylie postaxiale-anomalies antéhypophysaires-dysmorphie faciale, , , , , , , ,Q87.8,C4014479, , , 
Q55784798, , , , , , , ,G40.4,C4014492, , , 
Q55784799, , , , , , , , ,C4014531, , , 
Q55784801, , , , , , , ,Q87.5,C4014540, , , 
Q55784803, , , , , , , , ,C4014588, , , 
Q55784804, , , , , , , ,E74.0,C4014605, , , 
Q55784805, , , , , , , ,D81.2,C4014617, , , 
Q55784807, , , , , , , , ,C4014621, ,C168597, 
syndrome de grande taille-scoliose-macrodactylie du gros orteil, , , , , , , , ,C4014690, , , 
Q55784811, , , , , , , , ,C4014708, , , 
vasculopathie de l'enfant associée à STING,nécrose, , , , , ,279.8,M35.8,C4014722, ,C177547, 
saprolégniose, , , , ,"Achlya,Saprolegnia", , , , , , , 
Ligulosis, , , , ,Ligula intestinalis, , , , , , , 
Q97319311, , , , , , , , , , , , 
coccidiose du lapin, , , , , , , , , , , , 
Q1883030, , , , ,infection, , , , , , , 
Paludisme aviaire, , , , ,Plasmodium relictum, , , , ,D008289, , 
Q5448436, , , , , , , , , , , , 
variole du pigeon, , , , ,Pigeonpox virus, , , , , , , 
arizonose, , , , ,infection, , , , , , , 
Q55784814, , , , , , , ,Q87.0,C4014780, , , 
Q55784815, , , , , , , ,M35.8,C4014795, ,C157123, 
Q55784816, , , , , , , , ,C1835808,C563653, , 
Q55784818, , , , , , , ,G11.1,C4014821, , , 
Q55784819, , , , , , , ,E34.3,C3900122, , , 
Q55784822, , , , , , , , ,C1863081, , , 
Q55784823, , , , , , , , ,C1863080, , , 
Q55784824, , , , , , , ,D84.8,C4014863, , , 
Q55784826, , , , , , , , ,C4014864, , , 
Q55784827, , , , , , , ,E88.1,C4014869, , , 
Q55784832, , , , , , , ,Q87.8,C4014942, , , 
Q55784834, , , , , , , , ,C4014962, , , 
Q55784835, , , , , , , ,Q82.8,C4014987, , , 
Q55784838, , , , , , , ,E85.0,C4015067, , , 
Q55784839, , , , , , , , ,C4015119, ,C175047, 
Q55784841, , , , , , , , ,C4015130, , , 
Q55784842, , , , , , , ,H35.5,C4015146, ,C168587, 
Q55784844, , , , , , , , ,C4015156, , , 
Q55784846, , , , , , , ,E88.8,C4015186, , , 
Q55784847, , , , , , , , ,C4015195, , , 
Q55784849, , , , , , , ,Q82.8,C4015202, , , 
Q55784850, , , , , , , ,D47.9,C4015214, ,C126341, 
Q55784851, , , , , , , ,Q87.8,C4015242, , , 
Q55784852, , , , , , , , ,C4015261, , , 
Q55784854, , , , , , , , ,C4015283, , , 
Tachyarythmie atriale et trouble de conduction cardiaque infra-Hisienne familiales, , , , , , , ,I45.8,C4015285,D000075224, , 
Q55784856, , , , , , , , ,C4015286, , , 
Q55784857, , , , , , , ,D84.8,C4015293, , , 
Q55784859, , , , , , , ,E71.3,C4015344, , , 
Q55784861, , , , , , , , ,C4015371, , , 
Q55784864, , , , , , , ,Q96.8,C4015409, , , 
épilepsie myoclonique progressive type 7, , , , , , , ,G40.3,C4015420, ,C142804, 
Q55784866, , , , , , , , ,C4015444, , , 
Q55784867, , , , , , , ,E74.0,C4015452, , , 
syndrome d'apparence progéroïde avec prédisposition aux carcinomes hépatocellulaires, , , , , , , , ,C4015461, , , 
Q55784869, , , , , , , ,Q87.0,C4015495, , , 
Q55784870, , , , , , , ,G71.3,C4015513, , , 
Q55784871, , , , , , , , ,C4015519, , , 
Q55784875, , , , , , , ,G40.3,C4015619, , , 
Q55784876, , , , , , , ,G71.8,C4015624, , , 
Q55784877, , , , , , , , ,C4015686, , , 
Q55784878, , , , , , , , ,C4225399, , , 
syndrome létal foetal d'agénésie/hypoplasie cérébro-réno-génito-urinaire, , , , , , , , ,C4015701, , , 
syndrome de Tenorio, , , , , , , , ,C4015710, , , 
Q55784881, , , , , , , , ,C4015728, , , 
Q55784882, , , , , , , , ,C4225398, , , 
Q55784884, , , , , , , , ,C4225395, , , 
Q55784885, , , , , , , , ,C4225392, , , 
Q55784888, , , , , , , ,Q82.8,C4225381, , , 
Q55784889, , , , , , , ,E88.8,C4225379, , , 
Q55784890, , , , , , , , ,C4225361, , , 
Q55784891, , , , , , , , ,C4225359, , , 
Q55784892, , , , , , , , ,C4225358, , , 
Q55784894, , , , , , , , ,C4225350, ,C155998, 
Q55784895, , , , , , , ,Q87.8,C4085597, , , 
Q55784897, , , , , , , , ,C4225347, , , 
Q55784898, , , , , , , , ,C4225346, , , 
Q55784903, , , , , , , , ,C4225339, , , 
Q55784904, , , , , , , , ,C4225338, , , 
Q55784905, , , , , , , , ,C4225337, , , 
Q55784910, , , , , , , ,E88.8,C4225329, , , 
Q55784912, , , , , , , ,D81.8,C4225328, , , 
syndrome de cataracte congénitale-microcéphalie-naevus flammeus simplex-déficience intellectuelle sévère, , , , , , , , ,C4225323, , , 
Q55784917, , , , , , , , ,C4225319, , , 
Q55784919, , , , , , , , ,C4225312, , , 
Q55784921, , , , , , , , ,CN232144, ,C158135, 
Q55784922, , , , , , , , ,C4225309, , , 
Q55784924, , , , , , , , ,CN231743, , , 
Q55784925, , , , , , , , ,C4225303, , , 
Q55784928, , , , , , , , ,C4225291, , , 
Q55784930, , , , , , , , ,C4225290, , , 
Q55784931, , , , , , , ,G40.3,C4225289, , , 
Q55784932, , , , , , , , ,C4225288, , , 
Q55784936, , , , , , , , ,C4225277, , , 
Q55784938, , , , , , , , ,C4225276, , , 
Q55784939, , , , , , , , ,C4225274, , , 
Q55784940, , , , , , , ,Q77.7,C4225273, , , 
Q55784947, , , , , , , , ,C4225266, , , 
Q55784949, , , , , , , , ,C4225263, , , 
Q55784950, , , , , , , , ,C4225262, , , 
Q55784951, , , , , , , , ,C4225261, , , 
Q55784952, , , , , , , ,D84.8,C4225260, , , 
Q55784953, , , , , , , , ,C4225259, , , 
maladie de Lafora à début précoce, , , , , , , ,G40.3,C4225258, , , 
Q55784956, , , , , , , , ,C4225257, , , 
Q55784959, , , , , , , ,Q02,C4225254, , , 
Q55784962, , , , , , , , ,C4225251, ,C185238, 
Q55784964, , , , , , , , ,C4225249, , , 
Q55784965, , , , , , , , ,C4225248, , , 
stomatocytose familiale avec hématies déshydratées type 2, , , , , , , , ,C4225242, , , 
syndrome de dysmorphie faciale-retard de développement-troubles du comportement dû à une mutation ponctuelle de WAC, , , , , , , , ,C4225239, , , 
Q55784972, , , , , , , , ,C4225234, , , 
Q55784974, , , , , , , , ,C4225233, , , 
Q55784975, , , , , , , , ,C4225232, , , 
Q55784976, , , , , , , , ,C4225231, , , 
Q55784977, , , , , , , , ,C4225229, , , 
Q55784978, , , , , , , , ,C4225228, , , 
Q55784979, , , , , , , , ,C4225226, , , 
Q55784981, , , , , , , , ,C4225223, , , 
Q55784982, , , , , , , , ,C4225222, , , 
maladie de Newcastle,"conjonctivite,diarrhée,paralysie", , , ,infection, , , ,C0027983,D009521,C34849, 
hétéracidose, , , , ,Heterakidae, , , , , , , 
artérite virale équine, , , , , , , , , , , , 
Q55784983, , , , , , , , ,C4225220, , , 
Q55784984, , , , , , , , ,C4225219, , , 
Q55784985, , , , , , , , ,C4225218, , , 
Q55784986, , , , , , , , ,C4225217, , , 
Q55784990, , , , , , , , ,C4225213, , , 
Q55784991, , , , , , , , ,C4225210, , , 
Q55784993, , , , , , , , ,C4225209, , , 
Q55784994, , , , , , , ,Q87.8,C4225208, , , 
Q55784996, , , , , , , , ,C4225206, , , 
syndrome de Lamb-Shaffer, , , , , , , , ,C4225202, , , 
Q55785000, , , , , , , , ,C4225201, , , 
Q55785001, , , , , , , , ,C4225200, , , 
Q55785002, , , , , , , , ,C4225197, , , 
Q55785003, , , , , , , , ,C4225196, , , 
Q55785004, , , , , , , , ,C4225195, , , 
Q55785007, , , , , , , , ,C4225193, , , 
Q55785008, , , , , , , , ,C4225191, , , 
Q55785010, , , , , , , , ,C4225190, , , 
syndrome de Luscan-Lumish, , , , , , , , ,C4085873, , , 
Q55785012, , , , , , , , ,C4085250, , , 
Q55785013, , , , , , , , ,C4225189, , , 
Q55785015, , , , , , , , ,C4225188, , , 
intolérance à l'effort sensible à la riboflavine, , , , , , , , ,C4225187, , , 
Q55785017, , , , , , , , ,C4225184, , , 
Q55785019, , , , , , , ,G71.0,C4225181, , , 
Syndrome EVEN-plus, , , , , , , , ,C4225180, , , 
Q55785021, , , , , , , , ,C4225179, , , 
Q55785025, , , , , , , ,D81.8,C4225173, , , 
Q55785026, , , , , , , , ,C4225172, , , 
Q55785027, , , , , , , , ,C4225171, , , 
Q55785029, , , , , , , , ,C4225168, , , 
Q55785030, , , , , , , , ,C4225167, , , 
Q55785031, , , , , , , , ,C4225166, , , 
Q55785032, , , , , , , , ,C4225165, , , 
Q55785034, , , , , , , , ,C4225163, , , 
Q55785035, , , , , , , ,Q78.8,C4225162, , , 
Q55785037, , , , , , , , ,C4310801, , , 
Q55785042, , , , , , , , ,C4310794, , , 
Q55785044, , , , , , , , ,C4310793, , , 
Q55785045, , , , , , , , ,C4310792, , , 
Q55785046, , , , , , , , ,C4310789, , , 
Q55785047, , , , , , , , ,C4310788, , , 
Q55785048, , , , , , , , ,C4310787, , , 
Q55785049, , , , , , , , ,C4310786, , , 
Q55785052, , , , , , , , ,C4310783, , , 
Q55785053, , , , , , , , ,C4310782, , , 
Q55785054, , , , , , , , ,C4310779, , , 
Q55785055, , , , , , , , ,C4310778, , , 
Q55785058, , , , , , , , ,C4310776, , , 
Q55785059, , , , , , , , , , , , 
Q55785062, , , , , , , , ,C4310773, , , 
Q55785063, , , , , , , , ,C4310772, , , 
Q55785064, , , , , , , , ,C4310770, , , 
Q55785066, , , , , , , , ,C4310768, , , 
Q55785067, , , , , , , , ,C4310766, , , 
Q55785068, , , , , , , , ,C4310765, , , 
Q55785069, , , , , , , ,D70,C4310764, , , 
Q55785070, , , , , , , , ,C4310762, , , 
Q55785072, , , , , , , , ,C4310761, , , 
Q55785073, , , , , , , ,Q77.2,C4310760, , , 
Q55785074, , , , , , , , ,C4310756, , , 
Q55785075, , , , , , , , ,C4310755, , , 
Q55785076, , , , , , , , ,C4310754, , , 
persistance du canal artériel 2, , , , , , , , ,C4284595, , , 
déficit en transketolase, , , , , , , , ,C4310751, , , 
cholestase intrahépatique familiale progressive 5, , , , , , , , ,C4310747, , , 
Q55785082, , , , , , , , ,C4310746, , , 
Q55785083, , , , , , , , ,C4310745, , , 
nephropathie hyperuricémique juvénile familiale 4, , , , , , , , ,C4310741, , , 
Q55785088, , , , , , , , ,C4310739, , , 
Q55785089, , , , , , , , ,C4310738, , , 
Q55785090, , , , , , , , ,C4310737, , , 
Q55785091, , , , , , , , ,C4310736, , , 
hypertension portale non cirrhotique, , , , , , , , ,C4310735, , , 
Q55785094, , , , , , , , ,C4310734, , , 
Q55785095, , , , , , , ,G71.3,C4310733, , , 
Q55785096, , , , , , , , ,C4310730, , , 
Q55785098, , , , , , , , ,C4310728, , , 
Q55785099, , , , , , , , ,C4310727, , , 
Q55785101, , , , , , , , ,C4310726, , , 
Q55785102, , , , , , , , ,C4310725, , , 
Q55785103, , , , , , , , ,C4310723, , , 
Q55785104, , , , , , , , ,C4310720, , , 
Q55785106, , , , , , , , ,C4310833, , , 
Q55785107, , , , , , , , ,C4310718, , , 
Q55785108, , , , , , , , ,C4310717, , , 
Q55785109, , , , , , , , ,C4310716, , , 
Q55785110, , , , , , , , ,C4310715, , , 
Q55785111, , , , , , , , ,C4310714, , , 
Q55785112, , , , , , , , ,C4310712, , , 
épilepsie focale familiale à foyers variables 2, , , , , , , , ,C4310709, , , 
