diseaseLabel,disease,symptomsLabel,symptoms,symptomLabel_NCI,treatmentLabel,treatment,differentFromLabel,differentFrom,riskLabel,risk,causeLabel,cause,diagnosisLabel,diagnosis,icd9,icd10,umls,mesh,nci,link,description,alsoKnownAs
porcine intestinal spirochaetosis,Q2104382, , ,, , , , , , ,Brachyspira pilosicoli,Q4953571, , , , , , , ,https://en.wikipedia.org/wiki/Porcine_intestinal_spirochaetosis, , 
Blackleg,Q2253530, , ,, , , , , , ,Pectobacterium carotovorum,Q164586, , , , , , , ,https://en.wikipedia.org/wiki/Blackleg_(potatoes),caused by Pectobacterium carotovorum, 
leaf spot of sorghum,Q10859907, , ,, , , , , , ,Pseudomonas syringae,Q311202, , , , , , , , ,plant disease, 
Olive Quick Decline Syndrome,Q19850514,Bacterial leaf scorch,Q4839991,, , , , , , ,Xylella fastidiosa,Q3019529, , , , , , , ,https://en.wikipedia.org/wiki/Olive_quick_decline_syndrome,phytopathology targeting olive trees and causing leaf scorch and death of branches and of the entire  plant,"OQDS,QDSO,Quick Decline Syndrome of Olive"
secondary yaws,Q108649299, , ,, , , , , , , , , , , , ,C1280771, , , , , 
Scaly leg,Q763460, , ,, , , , , , ,Scaly Leg Mite,Q13167162, , , , , , , ,https://en.wikipedia.org/wiki/Scaly_leg, , 
Haemonchosis,Q4135168, , ,, , , , , , , , , , , , , , , , , , 
helminthic zoonosis,Q25576175, , ,, , , , , , , , , , , , , , , , , ,"helminthozoonosis,zoonotic helminth infection,zoonotic helminths"
schistosomal pneumonitis,Q106575314, , ,, , , , , , , , , , , , ,C0036334, , , ,disease,"Pulmonary schistosomiasis,plumonary schistosomiasis"
classical scabies,Q106575725, , ,, , , , , , , , , , , , , , , , ,disease,typical scabies
Laryngeal myiasis,Q108641440, , ,, , , , , , , , , , , , ,C2833788, , , , , 
Villeneuve-Triage railway incident,Q101579771, , ,, , , , , , , , , , , , , , , , , , 
leucosis,Q3237100, , ,, , , , , , , , , , , , , , , ,https://en.wikipedia.org/wiki/Leucosis,leukemia-like malignant viral disease,leukosis
central nervous system viral disease,Q5062121, , ,, , , , , , , , , , , ,A80.A89, ,D020805, ,https://en.wikipedia.org/wiki/Central_nervous_system_viral_disease,"viral infection of the brain, spinal cord, meninges, or perimeningeal spaces","central nervous system viral diseases,central nervous system viral infection,viral disease of central nervous system,viral infection of central nervous system,viral infection of the central nervous system"
Fujian flu,Q5507378, , ,, , , , , , , , , , , , , , , ,https://en.wikipedia.org/wiki/Fujian_flu, , 
Robovirus,Q7353480, , ,, , , , , , , , , , , , , , , ,https://en.wikipedia.org/wiki/Robovirus,zoonotic Virus, 
apple mosaic disease,Q11775187, , ,, , , , , , ,Apple mosaic virus,Q4781279, , , , , , , , ,plant disease, 
Tahyna virus encephalitis,Q11876216, , ,, , , , , , ,"Tahyna virus,infection","Q166231,Q2388376", , , , ,C0276381, , , ,Human disease,"Tahyna fever,Tahyna virus infection,obsolete Tahyna virus encephalitis,valtice fever"
sheep and goat pox,Q12040884, , ,, , , , , , ,Capripoxvirus,Q16911411, , , , , , , , , , 
Prunus Necrotic Ringspot disease,Q12425220, , ,, , , , , , ,Prunus necrotic ringspot virus,Q7253108, , , , , , , , , , 
Human herpesvirus 8 infectious disease,Q18975234,"Kaposi's sarcoma,anasarka,anorexia,ascites,fever,hepatitis,hepatomegaly,lymphadenopathy,lymphoma,pleural effusion,rash,splenomegaly,swelling,thrombocytopenia,weight loss","Q109186,Q1129121,Q131742,Q1334541,Q1362864,Q193889,Q208414,Q254327,Q38933,Q486485,Q585285,Q653197,Q718113,Q725345,Q847726",,"ganciclovir,rituximab","Q412323,Q417640", , , , ,Kaposi's sarcoma-associated herpesvirus,Q983850,"ELISA,biopsy,computed tomography,magnetic-resonance imaging,physical examination,polymerase chain reaction,western blot","Q161238,Q176996,Q179991,Q32566,Q332126,Q48743,Q835153", ,"B33,C46,C83,D36,R59",C1512508, ,C39291, ,Human disease,"HHV-8-related disorder,HHV8 Infection,Human Herpes Virus 8 Infection,Human Herpesvirus 8 Infection,Human Herpesvirus 8 infection,human herpesvirus 8 infection,human herpesvirus 8-related disorder,obsolete Human herpesvirus 8 infectious disease"
Human Herpesvirus 7 Infection,Q21774070,rash,Q653197,,"foscarnet,ganciclovir","Q417640,Q420387", , , , ,Human herpesvirus 7,Q1169672,"ELISA,immunofluorescence microscopy,polymerase chain reaction,radioimmunoassay","Q176996,Q332126,Q592324,Q857638", , , , , , ,Human disease, 
Human herpesvirus 6 Infection,Q21774074,"erythema,fever,lymphadenopathy,rash,seizure","Q1166142,Q38933,Q6279182,Q653197,Q847726",,"foscarnet,ganciclovir","Q417640,Q420387", , , , ,Human herpesvirus 6,Q6974,"ELISA,immunofluorescence microscopy,neutralization,polymerase chain reaction,radioimmunoassay","Q176996,Q332126,Q337120,Q592324,Q857638", ,"A89,B08.2,B34.8", , , , ,human viral disease, 
abalone viral ganglioneuritis,Q56237190, , ,, , , , , , ,Haliotid herpesvirus 1,Q16982644, , , , , , , , ,contagious disease of abalone species,AVG
Q86078011,Q86078011, , ,, , , , , , ,Rose rosette emaravirus,Q29002472, , , , , , , , , , 
measles complicated by meningitis,Q108640652, , ,, , , , , , , , , , , , ,"C0348980,CL540896", , , ,disease,"Measles meningitis,postmeasles meningitis"
Salmonid alphavirus infection,Q108734004, , ,, , , , , , ,Salmon pancreas disease virus,Q18976378, , , , , , , , ,fish disease, 
mesomelia-synostoses syndrome,Q20828586, , ,, , , , , , , , , , , ,Q74.8,C1838162,C537348, , , ,"8q13 microdeletion syndrome,Chromosome 8Q13 Deletion Syndrome,Del(8)q(13),Dominant mesomelic shortness of stature with acral synostoses, umbilical anomalies, and soft palate agenesis,Mesomelia synostoses,Mesomelia-synostoses syndrome,Mesomelia-synostoses syndrome, Verloes-David-Pfeiffer type,Mesomelic Dysplasia, Syndromic,Mesomelic dysplasia with acral synostoses, Verloes-David-Pfeiffer type,Monosomy 8q13,Verloes-David syndrome"
spondylocarpotarsal synostosis syndrome,Q20828711, , ,, , , , , , , , , , ,758.89,Q76.4,C1848934,C535780, , ,human disease,"SCT,SPONDYLOCARPOTARSAL SYNOSTOSIS SYNDROME,SPONDYLOCARPOTARSAL SYNOSTOSIS SYNDROME, SCT,Scoliosis, Congenital, With Unilateral Unsegmented Bar,Scoliosis, congenital with unilateral unsegmented bar,Synspondylism,Synspondylism congenital,Synspondylism, Congenital,congenital scoliosis with unilateral unsegmented bar,congenital synspondylism,spondylocarpotarsal syndrome,spondylocarpotarsal synostosis,vertebral fusion with carpal coalition"
upper limb mesomelic dysplasia,Q20828760, , ,, , , , , , , , , , , ,Q78.8,"C1860614,C1862132",C538069, , , ,"Fryns-Hofkens-Fabry syndrome,ULNAR HYPOPLASIA,Ulna hypoplasia,Upper Limb Mesomelic Dysplasia"
Congenital pseudoarthrosis of clavicle,Q21045266, , ,, , , , , , , , , , , ,Q74.0,C0265565,C562548, , ,"Congenital pseudoarthrosis of the clavicle is a rare benign condition, characterized by a painless mass or swelling over the clavicle","CLAVICLE, PSEUDARTHROSIS OF, CONGENITAL,Congenital pseudarthrosis of the clavicle,Congenital pseudoarthrosis of the clavicle"
Grauhan syndrome,Q21045312, , ,, , , , , , , , , , , , , , , , , , 
Karsch-Neugebauer syndrome,Q21050314, , ,, , , , , , , , , , , ,Q87.2,C1866740,C537319, , ,"Karsch-Neugebauer syndrome is a rare syndrome characterized by split-hand and split-foot deformity and ocular abnormalities, mainly a congenital nystagmus","Karsch-Neugebauer Syndrome,Nystagmus-Split Hand Syndrome,SPLIT-HAND WITH CONGENITAL NYSTAGMUS, FUNDAL CHANGES, AND CATARACTS,Split hand/split foot-nystagmus syndrome"
Dzierzynsky syndrome,Q21051303, , ,, , , , , , , , , , , , , , , , , ,"Dystrophia periostalis hyperplastica familiaris,Dzierzynsky-Klippel-Feldstein syndrome"
FRAXE intellectual disability,Q21051307, , ,, , , , , , , , , , , , ,C0751157, , , ,FRAXE is a form of nonsyndromic X-linked mental retardation (NS-XLMR) characterized by mild intellectual deficit. FRAXE is the most common form of NS-XLMR.,"FRAXE syndrome,Fragile XE syndrome,Fragile site, folic acid type,Fraxe Mental Retardation Syndrome,Intellectual disability associated with fragile site FRAXE,MENTAL RETARDATION, X-LINKED, ASSOCIATED WITH FRAGILE SITE FRAXE,X-linked mental retardation associated with fragile site FRAXE,fragile X E syndrome"
Hypotrichosis with juvenile macular dystrophy,Q22132220, , ,, , , , , , , , , , , ,Q84.0,C1832162,C537698, ,https://en.wikipedia.org/wiki/Hypotrichosis_with_juvenile_macular_dystrophy,A hypotrichosis that has material basis in a autosomal recessive mutation of CDH3 on chromosome 16q22.1.,"HYPOTRICHOSIS, CONGENITAL, WITH JUVENILE MACULAR DYSTROPHY,HYPOTRICHOSIS, CONGENITAL, WITH JUVENILE MACULAR DYSTROPHY, HJMD,Hjmd,Hypotrichosis with juvenile macular degeneration,congenital hypotrichosis with juvenile macular dystrophy,hypotrichosis with cone-rod dystrophy"
Autosomal recessive primary microcephaly,Q22965392, , ,, , , , , , , , , , , , ,C3553414, , , ,human disease,"MCPH8,MICROCEPHALY 8, PRIMARY, AUTOSOMAL RECESSIVE,MICROCEPHALY 8, PRIMARY, AUTOSOMAL RECESSIVE, MCPH8"
Absence of fingerprints-congenital milia syndrome,Q22965397, , ,, , , , , , , , , , , ,Q82.8,C0406707,C537659, ,https://en.wikipedia.org/wiki/Absence_of_fingerprints-congenital_milia_syndrome,human disease,"ADERMATOGLYPHIA WITH CONGENITAL FACIAL MILIA AND ACRAL BLISTERS, DIGITAL CONTRACTURES, AND NAIL ABNORMALITIES,Absence of dermatoglyphics congenital milia,Absence of dermatoglyphics-congenital milia syndrome,Absence of fingerprints congenital milia,BASAN syndrome,Baird syndrome,Basan syndrome,Ectodermal Dysplasia, Absent Dermatoglyphic Pattern, Changes 1N Nails, and Simian Crease"
Brachymorphism-onychodysplasia-dysphalangism syndrome,Q22965406, , ,, , , , , , , , , , , ,Q87.1,C1862082,C536242, , , ,"BOD syndrome,BRACHYMORPHISM-ONYCHODYSPLASIA-DYSPHALANGISM SYNDROME,Senior syndrome"
Carney-Stratakis syndrome,Q22965412, , ,Hereditary Lesion, , ,Carney's triad,Q5044023, , , , , , , ,D44.8,C1847319,C564650,C94831, ,"Carney-Stratakis syndrome is a recently described familial syndrome characterized by gastrointestinal stromal tumors (GIST) and paragangliomas, often at multiple sites","Carney dyad,Carney-Stratakis Syndrome,Carney-Stratakis dyad,GIST-paraganglioma dyad,Paraganglioma and Gastrointestinal Stromal Tumor,Paraganglioma and gastric stromal sarcoma"
Hypopigmentation-punctate palmoplantar keratoderma syndrome,Q22965415, , ,, , , , , , , , , , ,757.39,Q82.8,C3809781, , , ,human disease,"COLE DISEASE, COLED,COLED,Cole disease,Guttate Hypopigmentation and Punctate Palmoplantar Keratoderma With or Without Ectopic Calcification,Guttate hypopigmentation and punctate palmoplantar keratoderma,Hypopigmentation and punctate keratosis of the palms and soles"
"erythrokeratoderma ""en cocardes""",Q22965430, , ,, , , , , , , , , , ,447.8,Q82.8,C0221011, , , , ,"Degos 'en cocarde' erythrokeratoderma,Degos genodermatosis,Degos genodermatosis ""en cocardes"",Degos genodermatosis 'en cocardes',Erythrokeratoderma ""en cocardes"",Erythrokeratoderma 'en cocardes'"
Fowler syndrome,Q22965443, , ,, , , , , , , , , , , , ,C3203738,C565593, ,https://en.wikipedia.org/wiki/Fowler%27s_syndrome,human disease,"Cerebral proliferative glomeruloid vasculopathy,Encephaloclastic proliferative vasculopathy,Fowler's syndrome,Hydranencephaly, Fowler Type,Hydrocephaly/Hydranencephaly Due to Cerebral Vasculopathy,PROLIFERATIVE VASCULOPATHY AND HYDRANENCEPHALY-HYDROCEPHALY SYNDROME,PROLIFERATIVE VASCULOPATHY AND HYDRANENCEPHALY-HYDROCEPHALY SYNDROME, PVHH,PVHH,Proliferative vasculopathy and hydranencephaly/hydrocephaly,proliferative vasculopathy and hydranencephaly-hydrocephaly syndrome"
sclerotylosis,Q22965463, , ,, , , , , , , , , , , , , ,C537526, , , ,huriez syndrome
Gingival fibromatosis-progressive deafness syndrome,Q22965474, , ,, , , , , , , , , , , ,H90.3,C1851112,C535886, ,https://en.wikipedia.org/wiki/Jones_syndrome,medical condition,"FIBROMATOSIS, GINGIVAL, WITH PROGRESSIVE DEAFNESS,Gingival Fibromatosis With Sensorineural Hearing Loss,Jones syndrome"
mandibulofacial dysostosis-microcephaly syndrome,Q22965506, , ,, , , , , , , , , , , ,Q87.0,C1864652,C537405, , ,"autosomal dominant disease characterized by progressive microcephaly, micrognathia, microtia, dysplastic ears, preauricular skin tags, speech delay, significant developmental delay,  midface and malar hypoplasia,","Growth and Mental Retardation, Mandibulofacial Dysostosis, Microcephaly, and Cleft Palate,MANDIBULOFACIAL DYSOSTOSIS, GUION-ALMEIDA TYPE, MFDGA,MFDGA,MFDM syndrome,Mandibulofacial dysostosis, Guion-Almeida type,mandibulofacial dysostosis with microcephaly,mandibulofacial dysostosis, Guion-Almeida type"
cataract-intellectual disability-hypogonadism syndrome,Q22965511, , ,, , , , , , , , , , , ,Q87.8,C0796037,C536028, , ,"This syndrome is characterized by the association of intellectual deficit, congenital cataract, and hypogonadotropic hypogonadism","Cataract-Mental Retardation-Hypogonadism,Martsolf syndrome"
Goldblatt syndrome,Q22965533, , ,, , , , , , , , , , , ,Q78.8,"C0018036,C2745953", , , ,"Odontochondrodysplasia, also called Goldblatt syndrome, is a very rare syndrome associating chondrodysplasia with dentinogenesis imperfecta","Chondrodysplasia-dentinogenesis imperfecta-joint laxity syndrome,Goldblatt Syndrome,Goldblatt chondrodysplasia,ODCD,SPONDYLOMETAPHYSEAL DYSPLASIA WITH DENTINOGENESIS IMPERFECTA"
"Metaphyseal dysplasia, Pyle type",Q22965556, , ,, , , , , , , , , , , , ,C0265294,C536252, , ,human disease,"Pyle's disease,Pyle's dysplasia,Pyles dysplasia"
mesomelic dwarfism-cleft palate-camptodactyly syndrome,Q22965561, , ,, , , , , , , , , , , ,Q78.8,"C1855273,C2930871", , ,https://en.wikipedia.org/wiki/Reardon-Hall-Slaney_syndrome,medical condition,"MESOMELIC LIMB SHORTENING AND BOWING,Mesomelic dwarfism cleft palate camptodactyly,Reardon-Hall-Slaney syndrome"
Snyder-Robinson syndrome,Q22965579, , ,, , , , , , , , , , ,758.89,Q87.8,C0796160,C536678, ,https://en.wikipedia.org/wiki/Snyder%E2%80%93Robinson_syndrome,Human disease,"MENTAL RETARDATION, X-LINKED, SYNDROMIC, SNYDER-ROBINSON TYPE,MENTAL RETARDATION, X-LINKED, SYNDROMIC, SNYDER-ROBINSON TYPE, MRXSSR,MRXSSR,SRS,Snyder-Robinson mental retardation syndrome,X-linked intellectual disability, Snyder type,mental retardation, X-linked, Snyder-Robinson type,spermine synthase deficiency,syndromic X-linked intellectual disability Snyder type"
spondyloepiphyseal dysplasia tarda,Q22965584, , ,, , , , , , , , , , ,756.9,Q77.7,C1866717,C566658, , ,spondyloepimetaphyseal dysplasia that is characterized by impaired growth of bones of the spine and the ends of long bones in the arms and legs and has material basis in mutation in the SEDL gene on chromosome Xp22,"Autosomal dominant spondyloepiphyseal dysplasia tarda,SPONDYLOEPIPHYSEAL DYSPLASIA TARDA, AUTOSOMAL DOMINANT,X-linked spondyloepiphyseal dysplasia tarda"
gnathodiaphyseal dysplasia,Q102296176, , ,, , , , , , , , , , , , ,C1833736,C536039, , ,human disease,"GDD,GNATHODIAPHYSEAL DYSPLASIA,GNATHODIAPHYSEAL DYSPLASIA, GDD,Gnathodiaphyseal Sclerosis,Gnathodiaphyseal dysplasia,Osteogenesis Imperfecta With Unusual Skeletal Lesions"
Hereditary resistance to anti-vitamin K,Q111340900, , ,, , , , , , , , , , , , ,CL495460, , , , , 
chemical sensitivity,Q107563341, , ,, , , , , , , , , , , , , , , , ,sensitivity of organisms to chemicals, 
hydrops fetalis,Q1679678, , ,, , , , , , , , , , , , , ,D015160,C84767,https://en.wikipedia.org/wiki/Hydrops_fetalis,"Human disease. The abnormal accumulation of fluid in two or more fetal compartments, including ascites, pleural effusion, pericardial effusion, and skin edema.",obsolete hydrops fetalis
Bobble-head doll syndrome,Q1451507, , ,, , , , , , , , , , , , ,C2931137,C536241, ,https://en.wikipedia.org/wiki/Bobble-head_doll_syndrome,neurological movement disorder in which patients involuntarily bob their head and shoulders,"BHDS,Bobble head doll syndrome,bobble-head doll syndrome"
Bipolar disorder research,Q4915478, , ,, , , , , , , , , , , , , , , ,https://en.wikipedia.org/wiki/Bipolar_disorder_research, , 
Beatlemania in the United Kingdom,Q2883122, , ,, , , , , , , , , , , , , , , ,https://en.wikipedia.org/wiki/Beatlemania_in_the_United_Kingdom,intense fan frenzy for the British pop group The Beatles in the United Kingdom, 
Interval training for patients with coronary artery disease: a systematic review.,Q37802765, , ,, , , , , , , , , , , , , , , , ,scientific article published on 23 October 2010, 
coronary artery disease in adults,Q76643346, , ,, , , , , , , , , , , , , , , , , , 
Coronary heart disease in children,Q76643393, , ,, , , , , , , , , , , , , , , , , , 
embolism,Q275466, , ,, , ,Ebullism,Q2483519, , , , , , , , , ,D004617,C26759,https://en.wikipedia.org/wiki/Embolism,"disease of arteries, arterioles and capillaries", 
pseudoaneurysm,Q3137609,swelling,Q109186,,"Coagulation factor II, thrombin,embolization","Q1144114,Q409166",aneurysm,Q189389, , ,"genetic disease,laparoscopy","Q200779,Q675754", , , , , ,D017541,C50711,https://en.wikipedia.org/wiki/Pseudoaneurysm,collection of blood and connective tissue outside the wall of a blood vessel or the heart,"Aneurysm, False,false aneurysm"
tinea incognito,Q7808080, , ,, , , , , , , , , , , , , , , ,https://en.wikipedia.org/wiki/Tinea_incognita,fungal skin infection caused by the presence of a topical immunosuppressive agent,"Universal dermatophytosis,steroid-modified tinea,tinea incognita"
jejunoileitis,Q18553709,"abdominal cramps,diarrhea","Q3002092,Q40878",, , , , , , , , , , , ,K50.0, , , , ,"inflammatory bowel disease that is characterized by patchy areas of inflammation located in jejunum, has symptom abdominal pain, has symptom diarrhea, has symptom cramps and has symptom formation of fistulas",jejunoileitis
Q63366227,Q63366227, , ,, , , , , , , , , , , , , , , , , , 
gayphobia,Q64737634, , ,, , ,lesbophobia,Q1742659, , , , , , , , , , , ,https://en.wikipedia.org/wiki/Discrimination_against_gay_men,"fear, dislike, or hatred of gay men or male homosexuality","crimes against gay men,discrimination against gay men,gay misandry,gaymisia,gaymisiac,gaymisic,gayphobe,gayphobiac,gayphobic,hatred of gay men,homomisandry,violence against gay men"
fear of hunger,Q66762528, , ,, , , , , , , , , , , , , , , , , , 
xanthophobia,Q85555038, , ,, , , , , , , , , , , , , , , , ,"fear of, or aversion to, the color yellow", 
tatarophobia,Q85805264, , ,, , , , , , , , , , , , , , , ,https://en.wikipedia.org/wiki/Tatarophobia, , 
capnophobia,Q86215131, , ,, , , , , , , , , , , , , , , , ,fear of smoking or cigaret smoke, 
athazagoraphobia,Q91341576, , ,, , , , , , , , , , , , , , , , ,"fear of forgetting someone or something, as well as a fear of being forgotten or ignored", 
