diseaseLabel,symptomsLabel,treatmentLabel,differentFromLabel,riskLabel,causeLabel,diagnosisLabel,icd9,icd10,umls,mesh
Fanconi anemia complementation group P, , , , , , , , ,"C1428293,C3469542", 
Fanconi anemia complementation group N, , , , , , , , ,C1835817,C563657
Fanconi anemia complementation group J, , , , , , , , ,C1836860,C563801
maturity-onset diabetes of the young type 8, , , , , , , , ,C1853297,C565225
maturity-onset diabetes of the young type 9, , , , , , , , ,C2677132,C567393
maturity-onset diabetes of the young type 11, , , , , , , , ,C3150618, 
nephronophthisis 2, , , , , , , , ,C1865872,C566582
nephronophthisis 3, , , , , , , , ,C1858392,C565780
nephronophthisis 7, , , , , , , , ,C1969092,C566930
nephronophthisis 11, , , , , , , , ,C3150796, 
nephronophthisis 9, , , , , , , , ,C3151188, 
nephronophthisis 14, , , , , , , , ,"C3539071,C3553846", 
nephronophthisis 15, , , , , , , , ,C3541853, 
nephronophthisis 16, , , , , , , ,Q61.5,C3809320, 
nephronophthisis 19, , , , , , , , ,C4015542, 
focal segmental glomerulosclerosis 2, , , , , , , ,N04.1,C1858915,C565831
focal segmental glomerulosclerosis 5, , , , , , , ,N04.1,C2750475,C567687
focal segmental glomerulosclerosis 7, , , , , , , ,N04.1,C4014925, 
focal segmental glomerulosclerosis 9, , , , , , , ,N04.1,C4015555, 
congenital generalized lipodystrophy type 3, , , , , , , ,E88.1,C2675861,C567282
familial hemophagocytic lymphohistiocytosis 2, , , , , , , , ,C1863727,C537250
Microlissencephaly, , , , , , , ,Q04.3,C1956147, 
paroxysmal nonkinesigenic dyskinesia 1, , , , , , , ,G24.8, , 
hypermethioninemia due to adenosine kinase deficiency, , , , , , , ,E72.1,C3280381,C567015
congenital bile acid synthesis defect 2, , , , , , , , ,C1856127,C535443
congenital bile acid synthesis defect 1, , , , , , , ,K76.8,C1843116,C535442
metatropic dysplasia, , , , , , , ,Q77.8,C0265281,C537356
ZTTK syndrome, , , , , , , , ,C4310696, 
Kosaki overgrowth syndrome, , , , , , , , ,C4225270, 
Bainbridge Ropers Syndrome, , , , , , , ,Q87.0,"C3809650,CL941995", 
Seckel syndrome 6, , , , , , , , ,C3553582, 
Seckel syndrome 8, , , , , , , , ,C3891452, 
Seckel syndrome 7, , , , , , , ,Q87.1,C3553870, 
osteogenesis imperfecta type 15, , , , , , , ,Q78.0,C3808844, 
osteogenesis imperfecta type 9, , , , , , , ,Q78.0,C1850169,C564921
osteogenesis imperfecta type 11, , , , , , , ,Q78.0,C3151218, 
retinitis pigmentosa 20, , , , , , , ,H35.5, , 
retinitis pigmentosa 18, , , , , , , ,H35.5,C1832378,C563320
retinitis pigmentosa 12, , , , , , , ,H35.5,C1838647,C563999
retinitis pigmentosa 67, , , , , , , ,H35.5,C3809954, 
retinitis pigmentosa 58, , , , , , , ,H35.5,C3150879, 
retinitis pigmentosa 28, , , , , , , ,H35.5,"C1419614,C1853734", 
retinitis pigmentosa 38, , , , , , , ,H35.5,C3151228, 
retinitis pigmentosa 26, , , , , , , ,H35.5,C1842127,C564249
retinitis pigmentosa 55, , , , , , , ,H35.5,C3150808, 
retinitis pigmentosa 61, , , , , , , ,H35.5,C3280041, 
retinitis pigmentosa 40, , , , , , , ,H35.5,C3151107, 
retinitis pigmentosa 49, , , , , , , ,H35.5,C3151059, 
retinitis pigmentosa 62, , , , , , , ,H35.5,C3280042, 
retinitis pigmentosa 48, , , , , , , ,H35.5,C3151190, 
retinitis pigmentosa 25, , , , , , , ,H35.5,C1864446,C566425
retinitis pigmentosa 9, , , , , , , ,H35.5,C1867300,C566716
retinitis pigmentosa 1, , , , , , , ,H35.5, ,C538365
retinitis pigmentosa 70, , , , , , , ,H35.5,C4014681, 
retinitis pigmentosa 66, , , , , , , ,H35.5,C3715216, 
retinitis pigmentosa 50, , , , , , , ,H35.5,"C2750788,C2750789",C567712
retinitis pigmentosa 51, , , , , , , ,H35.5,C3150715, 
retinitis pigmentosa 45, , , , , , , ,H35.5,C3151066, 
retinitis pigmentosa 17, , , , , , , ,H35.5,C1833245,C563437
retinitis pigmentosa 30, , , , , , , ,H35.5,C1842816, 
retinitis pigmentosa 11, , , , , , , ,H35.5,C1838601,C563991
retinitis pigmentosa 69, , , , , , , ,H35.5,C4014312, 
retinitis pigmentosa 60, , , , , , , ,H35.5,C3151434, 
retinitis pigmentosa 3, , , , , , , ,H35.5,"C1845667,C1848295",C564520
retinitis pigmentosa with or without situs inversus, , , , , , , ,H35.5,C3809503, 
cerebral cavernous malformation 2, , , , , , , ,Q28.3,C1864041, 
Peters anomaly, , , , , , , ,Q13.4,C0344559,C537884
catecholaminergic polymorphic ventricular tachycardia 3, , , , , , , ,I47.2,C3151463, 
catecholaminergic polymorphic ventricular tachycardia 4,ventricular tachycardia, , , , , , ,I47.2,C3554047, 
autosomal dominant nocturnal frontal lobe epilepsy 3, , , , , , , , ,C1854335,C565334
platelet-type bleeding disorder 8,bleeding, , , , , , ,D69.8,"C1853278,C3277555",C565220
hyperekplexia 2, , , , , , , ,G25.8,C3553291, 
familial hypocalciuric hypercalcemia 2, , , , , , , ,E83.5, , 
familial hypocalciuric hypercalcemia 3, , , , , , , ,E83.5, , 
lymphoproliferative syndrome 1, , , , , , , ,D47.9,"C2751686,C3552634", 
autosomal recessive congenital ichthyosis 2, , , , , , , ,Q80.2, , 
autosomal recessive congenital ichthyosis 4A, , , , , , , ,Q80.2,C1832550,C537264
autosomal recessive congenital ichthyosis 6, , , , , , , ,Q80.2,C2677065, 
autosomal recessive congenital ichthyosis 8, , , , , , , ,Q80.2,"C3151377,C3553029", 
autosomal recessive congenital ichthyosis 9, , , , , , , ,Q80.2,C3554349, 
autosomal recessive congenital ichthyosis 11, , , , , , , ,Q80.8,"C1835851,C1865595",C536273
NGLY1-deficiency,"Abnormal auditory evoked potentials,Abnormal brain imaging,Abnormal facial shape,Abnormal metabolic brain imaging by MRS,Abnormality of retinal pigmentation,Alacrima,Corneal scarring,Coxa valga,Decreased CSF albumin,Decreased CSF biopterin level,Decreased CSF total protein,Decreased CSF/serum albumin ratio,Decreased resting energy expenditure,Delayed skeletal maturation,Elevated brain choline level by MRS,Elevetated blood lactate,High myoinositol in brain by MRS,Hypofibrinogenemia,Impaired oral bolus formation,Impaired oropharyngeal swallow response,Joint hypermobility,Mixed demyelinating and axonal polyneuropathy,Multifocal epileptiform discharges,Reduced brain N-acetyl aspartate level by MRS,Reduced brain gamma-aminobutyric acid level by MRS,Reduced brain glutamate level by MRS,Reduced brain glutamine level by MRS,Reduced factor IX activity,Reduced factor XI activity,Reduced prothrombin activity,Short foot,Small hand,abnormal liver storage,abnormal sudomotor regulation,brain atrophy,constipation,corneal neovascularization,corneal ulcer,disability affecting intellectual abilities,dysphagia,electroencephalography abnormalities,elevated transaminases,esotropia,exotropia,facial hypotonia,fatty liver disease,functional motor deficit,global developmental delay,hepatomegaly,hypocholesterolemia,hyporeflexia,hypotonia,impaired daily living skills,intrauterine growth restriction,involuntary movement,lagophthalmos,meibomian cyst,microcephaly,movement disorders,neonatal jaundice,oculomotor apraxia,optic atrophy,osteopenia,peripheral neuropathy,ptosis,refractive error,scoliosis,seizure,speech disorder,splenomegaly,strabismus,sucking reflex,tachycardia", , , , , , ,E77.8,C3808991, 
dilated cardiomyopathy 1C, , , , , , , ,I42.0,"C1832244,C1853863,C3152137",C563307
dilated cardiomyopathy 1D, , , , , , , ,I42.0,C1832243,C563306
dilated cardiomyopathy 1V, , , , , , , ,I42.0,C3150958,C566856
dilated cardiomyopathy 1G, , , , , , , ,I42.0,C1858763,C565824
dilated cardiomyopathy 1NN, , , , , , , ,I42.0,C4014656, 
dilated cardiomyopathy 1Z, , , , , , , ,I42.0,C2678475,C567506
dilated cardiomyopathy 1L, , , , , , , ,I42.0,C1847667,C564679
dilated cardiomyopathy 1JJ, , , , , , , ,I42.0,C3808935, 
"alacrima, achalasia, and mental retardation syndrome","Alacrima,achalasia,intellectual disability", , , , , , , ,C3809738, 
Cerebro-costo-mandibular syndrome, , , , , , ,759.89,Q87.8,C0265342,C562538
Insulin-resistance syndrome type A, , , , , , , , ,C0342336, 
Parietal foramina with cleidocranial dysplasia, , , , , , , ,Q74.0,C1868597,C566825
otopalatodigital syndrome type 2, , , , , , , , , ,C538089
"D,L-2-hydroxyglutaric aciduria", , , , , , , , , , 
HUPRA syndrome, , , , , , , ,N15.8,C3151209, 
Sorsby's fundus dystrophy, , , , , , , ,H35.5,"C0339515,C1850938",C564992
marfanoid–progeroid–lipodystrophy syndrome, , , , , , , ,E88.1,C4310796, 
lethal congenital glycogen storage disease of heart, , , , , , , ,"E74.0+,G73.6*",C1849813,C564888
complex cortical dysplasia with other brain malformations 5, , , , , , , , ,C3810407, 
hypogonadotropic hypogonadism 22 with or without anosmia, , , , , , , ,E23.0,C4014988, 
autosomal recessive hypercholesterolemia, , , , , , , ,E78.0,C1863512,C566331
corticosteroid-binding globulin deficiency, , , , , , , ,E27.8,"C1852529,C1969107", 
hypogonadotropic hypogonadism 10 with or without anosmia, , , , , , , ,E23.0,C3553843, 
hypogonadotropic hypogonadism 20 with or without anosmia, , , , , , , ,E23.0,C3808983, 
RIDDLE syndrome, , , , , , , ,D82.8,C2677792,C567453
myoclonic dystonia 26, , , , , , , , ,C4225341, 
hypogonadotropic hypogonadism 18 with or without anosmia, , , , , , , ,E23.0,C3808975, 
complex cortical dysplasia with other brain malformations 3, , , , , , , , ,C3809414, 
PCWH syndrome, , , , , , , ,E75.2,C1836727,C563789
complex cortical dysplasia with other brain malformations 1, , , , , , , ,Q04.3,C3808397, 
immunodeficiency-centromeric instability-facial anomalies syndrome 2, , , , , , , ,D84.8,C3279748, 
giant axonal neuropathy 2, , , , , , , ,G60.0,C1864695, 
dystonia 23, , , , , , , ,G24.8,C3538999, 
brachyolmia-amelogenesis imperfecta syndrome, , , , , , , ,Q76.3,C1832594, 
dystonia 24, , , , , , , ,G24.8,C3554374, 
hypogonadotropic hypogonadism 13 with or without anosmia, , , , , , , ,E23.0,C3541462, 
autosomal dominant hypocalcemia 2, , , , , , , , ,C3809243, 
Huntington disease-like 1, , , , , , , ,G10,C1864112,C566398
dystonia 25, , , , , , , ,G24.1,C3554447, 
COL4A1-related familial vascular leukoencephalopathy, , , , , , , ,I67.3,"C1843512,C2675650,C2930808","C531642,C564372"
hypogonadotropic hypogonadism 9 with or without anosmia, , , , , , , ,E23.0,C3553842, 
hypogonadotropic hypogonadism 1 with or without anosmia, , , , , , , ,E23.0,C1563719, 
Silverman-Handmaker type dyssegmental dysplasia, , , , , , ,759.89,Q77.7,"C0432208,C1857100",C537998
autosomal dominant macrothrombocytopenia TUBB1-related, , , , , , , ,D69.4,C2751259,C567747
Huntington disease-like 2, , , , , , , ,G10,C1847987,C564708
hypogonadotropic hypogonadism 14 with or without anosmia, , , , , , , ,E23.0,C3540450, 
hypogonadotropic hypogonadism, , , , , , , ,E23.0, , 
corpus callosum agenesis-abnormal genitalia syndrome, , , , , , , ,Q87.8,C0796124,C563110
agenesis of the corpus callosum with peripheral neuropathy, , , , , , , ,G60.0, , 
torsion dystonia 6, , , , , , , ,G24.1, , 
dystonia 9, , , , , , , ,G24.8,C1832855,C563401
dystonia 12, , , , , , , ,G24.1,C1868681, 
hypogonadotropic hypogonadism 5 with or without anosmia, , , , , , , ,E23.0,"C2675302,C3552553",C567220
hypogonadotropic hypogonadism 3 with or without anosmia, , , , , , , ,E23.0,"C2930927,C3550478", 
autosomal dominant pseudohypoaldosteronism type 1, , , , , , , , ,C1449843, 
patterned macular dystrophy, , , , , , , ,H35.5,C1868569, 
macrocephaly-autism syndrome, , , , , , , , ,C1854416,C565342
isolated growth hormone deficiency, , , , , , ,253.3,E23.0,"C0013338,C0271561", 
renal hypomagnesemia 6, , , , , , , ,E83.4,C3151295, 
osteopathia striata with cranial sclerosis, , , , , , ,733.99,Q78.8,C0432268,C536053
young-onset Parkinson disease, , , , , , , ,G20, , 
Parkinson disease 17, , , , , , , , ,C3280133, 
early-onset Parkinson disease 20, , , , , , , , ,C3809824, 
karyomegalic interstitial nephritis, , , , , , , ,N11.8,C3553774, 
megaconial type congenital muscular dystrophy, , , , , , , ,G71.2,C1865233,C566527
autosomal recessive dyskeratosis congenita 1, , , , , , , , ,C1857144, 
autosomal recessive dyskeratosis congenita 2, , , , , , , , ,C3151441, 
ADan amyloidosis, , , , , , , ,"E85.4+,I68.0*",C1861735,C538209
autosomal dominant non-syndromic intellectual disability 4, , , , , , , , ,C2675487,C567240
autosomal dominant non-syndromic intellectual disability 5, , , , , , , , ,"C2675473,CL949207",C567234
autosomal dominant non-syndromic intellectual disability 6, , , , , , , , ,C3151411, 
autosomal dominant non-syndromic intellectual disability 8, , , , , , , , ,C3280282, 
autosomal dominant non-syndromic intellectual disability 10, , , , , , , , ,C3280284, 
autosomal dominant non-syndromic intellectual disability 13, , , , , , , , ,C3281202, 
Coffin-Siris syndrome 3, , , , , , , , ,C3553248, 
Coffin-Siris syndrome 4, , , , , , , , ,C3553249, 
autosomal dominant non-syndromic intellectual disability 18, , , , , , , ,Q87.8,C3554448, 
"mental retardation, autosomal dominant 20", , , , , , , , ,C3150700, 
autosomal dominant non-syndromic intellectual disability 22, , , , , , , , ,"C2676727,C3808184",C567346
autosomal dominant non-syndromic intellectual disability 24, , , , , , , , ,C4014414, 
autosomal dominant non-syndromic intellectual disability 27, , , , , , , , ,C4014528, 
autosomal dominant non-syndromic intellectual disability 29, , , , , , , , ,C4015141, 
autosomal dominant non-syndromic intellectual disability 31, , , , , , , ,G40.4,C4015357, 
autosomal dominant non-syndromic intellectual disability 33, , , , , , , , ,C4225375, 
autosomal dominant non-syndromic intellectual disability 35, , , , , , , , ,C4225354, 
White-Sutton syndrome, , , , , , , , ,C4225351, 
autosomal dominant non-syndromic intellectual disability 39, , , , , , , , ,C4225296, 
autosomal dominant non-syndromic intellectual disability 41, , , , , , , , ,C0795942, 
autosomal dominant non-syndromic intellectual disability 43, , , , , , , , ,C4310771, 
oculocutaneous albinism type VII, , , , , , , ,E70.3,C3808786, 
Meckel syndrome 3, , , , , , , ,Q61.9,C1846357,C536132
Meckel syndrome 5, , , , , , , ,Q61.9,C1969052,C566915
Meckel syndrome 8, , , , , , , ,Q61.9, , 
autosomal recessive cutis laxa type IID, , , , , , , ,Q82.8,"C4479409,CL761504", 
autosomal recessive cutis laxa type IIC, , , , , , , ,Q82.8,"C4479387,CL761484", 
hereditary sensory neuropathy type 2C, , , , , , , , , , 
hereditary sensory and autonomic neuropathy type 2B, , , , , , , , ,C2751092, 
hereditary sensory neuropathy type 1F, , , , , , , , ,C3810194, 
hereditary sensory neuropathy type ID, , , , , , , , ,C3150972, 
hereditary sensory and autonomic neuropathy type 1C, , , , , , , , ,C3150896, 
CAKUT2, , , , , , , , ,C1840451, 
acute infantile liver failure-cerebellar ataxia-peripheral sensory motor neuropathy syndrome, , , , , , , , ,C4225236, 
molybdenum cofactor deficiency type B, , , , , , , , ,C1854989,C565373
subcortical band heterotopia, , , , , , , , ,C1848201, 
Exfoliative ichthyosis, , , , , , , ,Q80.8,"C1838440,C1842797", 
geleophysic dysplasia, , , , , , ,759.89,Q87.1,C3489726,C537677
5-oxoprolinase deficiency, , , , , , ,270.8,E72.8,C0268525,C535322
SC phocomelia syndrome, , , , , , , , ,C0392475, 
"sideroblastic anemia with B-cell immunodeficiency, periodic fevers, and developmental delay", , , , , , , ,D64.0,C4015172, 
trisomy 20, , , , , , , , ,C0265479, 
trisomy 17, , , , , , , , , , 
infantile parkinsonism-dystonia,"dystonia,tremor", , , , ,genetic testing, , ,C2751067,C567730
CODAS syndrome, , , , , , , ,Q87.8,C1838180,C536434
hyperCKmia, , , , , ,serum creatine kinase level, , ,C0241005, 
Temtamy syndrome, , , , , , , ,Q87.8,C1857512,C536959
early infantile epileptic encephalopathy 36, , , , , , , , , , 
GTP cyclohydrolase I deficiency, , , , , , , ,E70.1,"C0268467,C2673535", 
ovotesticular disorder of sex development, , , , , , , ,Q56.0,"C0266361,C2748895",D050090
Teschen disease, , , , , , , , , ,D004682
swine dysentery, , , , ,"Serpulina hyodysenteriae,infection", , , , , 
vesicular exanthema of swine, , , , ,infection, , , , ,D014720
Aleutian disease,"anemia,hepatomegaly,left upper quadrant abdominal rigidity,weight loss", , , ,infection, ,079.89, ,C0002016,D000453
2021 Tribistovo poisoning, , , , , , , , , , 
Ciguatera,"cardiovascular disease,gastroenteritis,neurological disorder", , , ,ciguatoxins, , , ,C0008775,D036841
1951 Pont-Saint-Esprit mass poisoning, , , , , , , , , , 
white kidney bean incident, , , , , , , , , , 
Japan Airlines food poisoning incident, , , , , , , , , , 
littoral cell angioma, , , , , , , , ,C1627365,C537031
Giant-cell tumor of the tendon sheath, , , , , , ,"727.02,727.89", ,C1318543,D000070779
Warthin's tumor, , , , , , , , ,"C0001429,C0205649",D000235
hemoblastosis, , , , , , , , , , 
Vesicointestinal fistula, , , , , , , , , , 
Recurrent airway obstruction, , , , , , , , , , 
primary progressive aphasia, , , , , , , ,G31.0,C0282513,D018888
cervical myelopathy, , , , , , , , ,C0158242, 
cerebellar disease, , , , , , , , ,C0007760,D002526
Asomatognosia, , , , , , , , ,C0840927, 
Bing–Neel syndrome, , , , ,Waldenström macroglobulinemia, , , ,C0270710, 
Minimally conscious state, , , , , , , , , , 
myotonia, , , , , , , , ,C0027125,D009222
Jackson's syndrome, , ,Jackson's syndrome, , , , , , , 
syndrome of subjective doubles, , , , , , , , , , 
Nothnagel's syndrome, , , , , , , , ,C0270756, 
"Hereditary cerebral hemorrhage with amyloidosis, Dutch type", , , , , , , , , , 
neurogenic shock, ,"cortisol,dopamine,metaraminol,norepinephrine", , , , , , ,C0544617, 
Far-Eastern tick-borne encephalitis, , , , , , , , ,C0276296, 
fourth cranial nerve palsy, , , , , , ,378.53, , , 
reversible ischemic neurologic deficit, , , , , , , , ,C0553690, 
surface dyslexia, , , , , , , , , , 
Intermetamorphosis, , , , , , , , ,C0278086, 
subdural empyema, , , , , , , , ,C0038539,D013354
Bruns' syndrome, , , , , , , , ,C0270704, 
Resting tremor, , , , , , , , ,C0234379, 
hyperphosphatasia with mental retardation syndrome 3, , , , , , , , ,C3280153, 
language delay and attention deficit-hyperactivity disorder/cognitive impairment with or without cardiac arrhythmia; LADCI, , , , , , , , ,C4310678, 
"encephalopathy, progressive, early-onset, with brain edema and/or leukoencephalopathy; PEBEL", , , , , , , , ,C4310675, 
spermatogenic failure 16; SPGF16, , , , , , , , ,C4310674, 
Shashi-Pena syndrome, , , , , , , , ,C4310672, 
lethal congenital contracture syndrome 11, , , , , , , , ,C4310670, 
endosteal hyperostosis, , , , , , , , , , 
fatal infantile hypertonic myofibrillar myopathy, , , , , , , , ,C3151236, 
Ataxia-telangiectasia-like disorder 1, , , , , , , , ,"C1858391,C4012790", 
"optic atrophy with or without deafness, ophthalmoplegia, myopathy, ataxia, and neuropathy", , , , , , , , ,"C1852267,C3276549", 
"neuronopathy, distal hereditary motor, type 2A", , , , , , , , ,C1834692, 
autosomal dominant vitreoretinochoroidopathy, , , , , , , ,H35.5,"C1860406,C2674009,C3888099",C536352
autosomal dominant neovascular inflammatory vitreoretinopathy, , , , , , ,362.29,H35.2,C1860404, 
deafness-enamel hypoplasia-nail defects syndrome, , , , , , , , , ,C535994
X-linked distal spinal muscular atrophy type 3, , , , , , , ,G12.2,C1845359,C564506
cerebellar ataxia-areflexia-pes cavus-optic atrophy-sensorineural hearing loss syndrome, , , , , , , , ,C1832466,C535351
"neuronopathy, distal hereditary motor, type 7B", , , , , , , , ,C1843315,C564362
posterior column ataxia-retinitis pigmentosa syndrome, , , , , , , ,G11.1,C1836916,C536343
autosomal recessive lower motor neuron disease with childhood onset, , , , , , , ,G12.2,C1970211,C567023
