diseaseLabel,symptomsLabel,treatmentLabel,differentFromLabel,riskLabel,causeLabel,diagnosisLabel,icd9,icd10,umls,mesh
primary ciliary dyskinesia 6, , , , , , , ,Q34.8,C1970506,C567057
primary ciliary dyskinesia 28, , , , , , , ,Q34.8,C3809706, 
primary ciliary dyskinesia 19, , , , , , , ,Q34.8,C3543826, 
primary ciliary dyskinesia 23, , , , , , , ,Q34.8,C3809548, 
primary ciliary dyskinesia 34, , , , , , , , ,C4310722, 
primary ciliary dyskinesia 27, , , , , , , ,Q34.8,C3809701, 
primary ciliary dyskinesia 10, , , , , , , ,Q34.8,C2675867,C567287
primary ciliary dyskinesia 16, , , , , , , ,Q34.8,C3151460, 
primary ciliary dyskinesia 25, , , , , , , ,Q34.8,C3809641, 
primary ciliary dyskinesia 5, , , , , , , ,Q34.8,C1837615,C563886
primary ciliary dyskinesia 13, , , , , , , ,Q34.8,C2750790,C567713
primary ciliary dyskinesia 33, , , , , , , ,Q34.8,C4225230, 
primary ciliary dyskinesia 35, , , , , , , , ,C4310721, 
primary ciliary dyskinesia 17, , , , , , , ,Q34.8,C3542550, 
primary ciliary dyskinesia 9, , , , , , , ,Q34.8,C2676235,C567310
primary ciliary dyskinesia 15, , , , , , , ,Q34.8,C3151137, 
primary ciliary dyskinesia 30, , , , , , , ,Q34.8,C4015016, 
primary ciliary dyskinesia 20, , , , , , , ,Q34.8,C3540844, 
primary ciliary dyskinesia 2, , , , , , , ,Q34.8,C1847554,C535277
primary ciliary dyskinesia 26, , , , , , , ,Q34.8,C3809684, 
primary ciliary dyskinesia 24, , , , , , , ,Q34.8,C3809634, 
methylmalonic acidemia due to transcobalamin receptor defect, , , , , , , ,E71.1,C3150900, 
methylmalonic acidemia cblA type, , , , , , , ,E71.1,C1855109,C537360
basal laminar drusen, , , , , , , ,H35.5,C0730295,C563034
familial temporal lobe epilepsy 1, , , , , , , , , , 
familial temporal lobe epilepsy 5, , , , , , , , , , 
sclerosteosis 2, , , , , , , ,M85.2,C3280402, 
autosomal dominant Robinow syndrome 2, , , , , , , ,Q87.1,C4225363, 
autosomal dominant Robinow syndrome 1, , , , , , , , ,C0265205, 
autosomal dominant Robinow syndrome 3, , , , , , , ,Q87.1,C4225164, 
"T-cell immunodeficiency, congenital alopecia, and nail dystrophy", , , , , , , ,D82.8,C1866426,C536781
dextro-looped transposition of the great arteries 3, , , , , , , ,Q20.3,C3151221, 
cleft lip-palate-ectodermal dysplasia syndrome, , , , , , , , , ,C536726
congenital secretory sodium diarrhea 8, , , , , , , ,P78.3,CN515063, 
congenital diarrhea 7 with exudative enteropathy,diarrhea, , , , , , ,P78.3,C4014516, 
congenital malabsorptive diarrhea 4, , , , , , , ,P78.3,C1835888,C563673
congenital diarrhea 6,diarrhea, , , , , , ,P78.3,C3553270, 
congenital secretory sodium diarrhea 3,diarrhea, , , , , , ,P78.3,"C0267663,C2678346", 
"ectrodactyly, ectodermal dysplasia, and cleft lip-palate syndrome 3", , , , , , , , ,C0406704,C536189
adult-onset autosomal dominant demyelinating leukodystrophy, , , , , , , ,E75.2,"C1868512,C3164344",C566813
hypomyelinating leukodystrophy 2, , , , , , , ,E75.2, , 
hypomyelinating leukodystrophy 10, , , , , , , , ,C4225332, 
hypomyelinating leukodystrophy 4, , , , , , , ,E75.2, , 
hypomyelinating leukodystrophy 3, , , , , , , ,E75.2, , 
hypomyelinating leukodystrophy 9, , , , , , , ,E75.2,C4015323, 
hypomyelinating leukodystrophy 11, , , , , , , ,G11.1,C4225305, 
hypomyelinating leukodystrophy 5, , , , , , ,341.8,G37.8,"C1864663,C2674508",C567166
hypomyelinating leukodystrophy 7 with or without oligodontia and-or hypogonadotropic hypogonadism, , , , , , , ,"E75.2,G11.1",C3502054, 
hypomyelinating leukodystrophy 13, , , , , , , , ,C4225170, 
hypomyelinating leukodystrophy 8 with or without oligodontia and-or hypogonadotropic hypogonadism, , , , , , , ,G11.1,C3280644, 
hypomyelinating leukodystrophy 6, , , , , , , ,E75.2, , 
syndromic X-linked intellectual disability Hedera type, , , , , , , , ,C1845543,C564516
syndromic X-linked intellectual disability Claes-Jensen type, , , , , , , ,Q87.8,C1845243,C564494
syndromic X-linked intellectual disability type 10, , , , , , , ,G25.5, , 
syndromic X-linked intellectual disability Turner type, , , , , , , ,Q87.8,C2678046,C567476
syndromic X-linked intellectual disability Siderius type, , , , , , , ,Q87.8,C1846055,C537333
Miles-Carpenter syndrome, , , , , , , ,Q87.8,C1839735,C537472
corpus callosum agenesis-intellectual disability-coloboma-micrognathia syndrome, , , , , , , ,Q87.8,C1845446,C564509
syndromic X-linked intellectual disability 34, , , , , , , , ,C4225417, 
syndromic X-linked intellectual disability 14, , , , , , , , ,C0796022,C537724
syndromic X-linked intellectual disability Cabezas type, , , , , , , ,Q87.8, , 
syndromic X-linked intellectual disability 94, , , , , , , ,F72,C2678051,C567479
syndromic X-linked intellectual disability Raymond type, , , , , , , ,Q87.8,"C2749033,C3275406", 
Christianson syndrome, , , , , , ,759.89,Q87.8,"C1846130,C2678194","C537450,C567484"
syndromic X-linked intellectual disability Shashi type, , , , , , , ,Q87.8,C1846145,C537135
X-linked intellectual disability-psychosis-macroorchidism syndrome, , , , , , , ,F71.1,C3713418, 
X-linked intellectual disability-cardiomegaly-congestive heart failure syndrome,heart failure, , , , , , , ,C3550913, 
isolated microphthalmia 6, , , , , , , ,Q11.0,C3150757, 
isolated microphthalmia 4, , , , , , , ,Q11.0, , 
isolated microphthalmia 5, , , , , , , ,Q15.8, , 
isolated microphthalmia 7, , , , , , , ,Q11.0, , 
isolated microphthalmia 2, , , , , , , ,Q11.0, , 
isolated microphthalmia 8, , , , , , , ,Q11.0,C3554524, 
isolated microphthalmia 3, , , , , , , ,Q11.0, , 
Distal hereditary motor neuropathy type V, , , , , , , ,G12.2,C1833308, 
Aminoacylase 1 deficiency, , , , , , ,270.8,E72.8,C1835922,C538246
Hemochromatosis type 4, , , , , , , ,E83.1,C1853733,C537249
failure of eruption of teeth, , , , , , , ,K00.8,C1852222,C565114
Ischiopatellar dysplasia, , , , , , , ,Q74.1,"C1840061,C1868581",C535540
Al-Raqad syndrome, , , , , , , , ,C4085595, 
IVIC Syndrome, , , , , , , ,Q71.8,C1327918,C535544
auriculo condylar syndrome, , , , , , , , , ,C538270
autosomal dominant sensory ataxia, , , , , , , , ,C1837015, 
"alacrima, achalasia, and mental retardation syndrome","Alacrima,achalasia,intellectual disability", , , , , , , ,C3809738, 
Hereditary sensory and autonomic neuropathy type 6, , , , , , , , , , 
Cerebro-costo-mandibular syndrome, , , , , , ,759.89,Q87.8,C0265342,C562538
Insulin-resistance syndrome type A, , , , , , , , ,C0342336, 
combined vitamin K-dependent clotting factors deficiency, , , , , , , ,D68.2,C1848534,C564741
Parietal foramina with cleidocranial dysplasia, , , , , , , ,Q74.0,C1868597,C566825
otopalatodigital syndrome type 2, , , , , , , , , ,C538089
"D,L-2-hydroxyglutaric aciduria", , , , , , , , , , 
hypertension and brachydactyly syndrome, , , , , , , ,Q73.8,C1862170,C537095
HUPRA syndrome, , , , , , , ,N15.8,C3151209, 
Sorsby's fundus dystrophy, , , , , , , ,H35.5,"C0339515,C1850938",C564992
marfanoid–progeroid–lipodystrophy syndrome, , , , , , , ,E88.1,C4310796, 
split hand-foot malformation 1 with sensorineural hearing loss, , , , , , , ,Q87.2,C1857344, 
lethal congenital glycogen storage disease of heart, , , , , , , ,"E74.0+,G73.6*",C1849813,C564888
immunodeficiency-centromeric instability-facial anomalies syndrome 3, , , , , , , ,D84.8,C4310799, 
complex cortical dysplasia with other brain malformations 5, , , , , , , , ,C3810407, 
complex cortical dysplasia with other brain malformations 7, , , , , , , ,Q04.3, , 
hypogonadotropic hypogonadism 22 with or without anosmia, , , , , , , ,E23.0,C4014988, 
autosomal recessive hypercholesterolemia, , , , , , , ,E78.0,C1863512,C566331
hypogonadotropic hypogonadism 17 with or without anosmia, , , , , , , ,E23.0,C3808971, 
corticosteroid-binding globulin deficiency, , , , , , , ,E27.8,"C1852529,C1969107", 
hypogonadotropic hypogonadism 10 with or without anosmia, , , , , , , ,E23.0,C3553843, 
hypogonadotropic hypogonadism 20 with or without anosmia, , , , , , , ,E23.0,C3808983, 
RIDDLE syndrome, , , , , , , ,D82.8,C2677792,C567453
split hand-foot malformation 4, , , , , , ,755.58,"Q71.6,Q71.60",C0265554,C574275
myoclonic dystonia 26, , , , , , , , ,C4225341, 
hypogonadotropic hypogonadism 18 with or without anosmia, , , , , , , ,E23.0,C3808975, 
complex cortical dysplasia with other brain malformations 2, , , , , , , , ,C3809013, 
complex cortical dysplasia with other brain malformations 3, , , , , , , , ,C3809414, 
PCWH syndrome, , , , , , , ,E75.2,C1836727,C563789
hypogonadotropic hypogonadism 21 with or without anosmia, , , , , , , ,E23.0,C3808986, 
complex cortical dysplasia with other brain malformations 1, , , , , , , ,Q04.3,C3808397, 
spinocerebellar ataxia type 1 with axonal neuropathy, , , , , , , ,G60.2,C1846574,C537313
immunodeficiency-centromeric instability-facial anomalies syndrome 2, , , , , , , ,D84.8,C3279748, 
immunodeficiency-centromeric instability-facial anomalies syndrome 4, , , , , , , ,D84.8,C4310798, 
giant axonal neuropathy 2, , , , , , , ,G60.0,C1864695, 
hypogonadotropic hypogonadism 15 with or without anosmia, , , , , , , ,23.0,C3553977, 
dystonia 23, , , , , , , ,G24.8,C3538999, 
autosomal dominant hypocalcemia 1, , , , , , , , , , 
brachyolmia-amelogenesis imperfecta syndrome, , , , , , , ,Q76.3,C1832594, 
cortical dysplasia-focal epilepsy syndrome, , , , , , , ,Q04.8, , 
dystonia 24, , , , , , , ,G24.8,C3554374, 
hypogonadotropic hypogonadism 8 with or without anosmia, , , , , , , ,E23.0,C3553841, 
hypogonadotropic hypogonadism 13 with or without anosmia, , , , , , , ,E23.0,C3541462, 
autosomal dominant hypocalcemia 2, , , , , , , , ,C3809243, 
Huntington disease-like 1, , , , , , , ,G10,C1864112,C566398
hypogonadotropic hypogonadism 19 with or without anosmia, , , , , , , ,E23.0,C3808981, 
dystonia 25, , , , , , , ,G24.1,C3554447, 
complex cortical dysplasia with other brain malformations 4, , , , , , , , ,C3809420, 
COL4A1-related familial vascular leukoencephalopathy, , , , , , , ,I67.3,"C1843512,C2675650,C2930808","C531642,C564372"
hypogonadotropic hypogonadism 24 without anosmia, , , , , , , ,E23.6,"C0342386,C1856716",C537070
hypogonadotropic hypogonadism 9 with or without anosmia, , , , , , , ,E23.0,C3553842, 
dystonia 27, , , , , , , ,G24.1,C4225336, 
hypogonadotropic hypogonadism 1 with or without anosmia, , , , , , , ,E23.0,C1563719, 
familial cold autoinflammatory syndrome 3, , , , , , , ,L50.2,C3280914, 
Silverman-Handmaker type dyssegmental dysplasia, , , , , , ,759.89,Q77.7,"C0432208,C1857100",C537998
hypogonadotropic hypogonadism 11 with or without anosmia, , , , , , , ,E23.0,C3553844, 
autosomal dominant macrothrombocytopenia TUBB1-related, , , , , , , ,D69.4,C2751259,C567747
cortisone reductase deficiency 2, , , , , , , , ,C3553382, 
Huntington disease-like 2, , , , , , , ,G10,C1847987,C564708
familial cold autoinflammatory syndrome 2, , , , , , , ,E85.0,"C2673198,C3897034",C567090
hypogonadotropic hypogonadism 14 with or without anosmia, , , , , , , ,E23.0,C3540450, 
branched-chain keto acid dehydrogenase kinase deficiency, , , , , , , ,E71.1,C3554078, 
hypogonadotropic hypogonadism, , , , , , , ,E23.0, , 
complex cortical dysplasia with other brain malformations 6, , , , , , , , ,C4014283, 
corpus callosum agenesis-abnormal genitalia syndrome, , , , , , , ,Q87.8,C0796124,C563110
agenesis of the corpus callosum with peripheral neuropathy, , , , , , , ,G60.0, , 
torsion dystonia 2, , , , , , , ,G24.1,C1857093,C538006
torsion dystonia 6, , , , , , , ,G24.1, , 
torsion dystonia 4, , , , , , , ,G24.1,"C1851943,C1860315", 
dystonia 9, , , , , , , ,G24.8,C1832855,C563401
dystonia 16, , , , , , , ,G24.1,C2677567,C567430
dystonia 12, , , , , , , ,G24.1,C1868681, 
hypogonadotropic hypogonadism 4 with or without anosmia, , , , , , , ,E23.0,"C1857720,C3552343",C565696
hypogonadotropic hypogonadism 5 with or without anosmia, , , , , , , ,E23.0,"C2675302,C3552553",C567220
hypogonadotropic hypogonadism 6 with or without anosmia, , , , , , , ,E23.0,"C2675188,C3552574",C567199
hypogonadotropic hypogonadism 3 with or without anosmia, , , , , , , ,E23.0,"C2930927,C3550478", 
autosomal dominant pseudohypoaldosteronism type 1, , , , , , , , ,C1449843, 
microphthalmia with limb anomalies, , , , , , ,755.8,Q87.2,C0599973,C537769
patterned macular dystrophy, , , , , , , ,H35.5,C1868569, 
patterned macular dystrophy 3, , , , , , , ,H35.5,C4310713, 
macrocephaly-autism syndrome, , , , , , , , ,C1854416,C565342
late-onset retinal degenration, , , , , , , , ,C1854065,C565309
isolated growth hormone deficiency, , , , , , ,253.3,E23.0,"C0013338,C0271561", 
renal hypomagnesemia 4, , , , , , , ,E83.4,C2673648,C567127
renal hypomagnesemia 6, , , , , , , ,E83.4,C3151295, 
renal hypomagnesemia 2, , , , , , , ,E83.4,C1835171,C537152
osteopathia striata with cranial sclerosis, , , , , , ,733.99,Q78.8,C0432268,C536053
juvenile onset Parkinson disease 19A, , , , , , , ,G20,C3809811, 
young-onset Parkinson disease, , , , , , , ,G20, , 
autosomal dominant Parkinson disease 4, , , , , , , ,G20,C1854182,C565324
Parkinson disease 17, , , , , , , , ,C3280133, 
early-onset Parkinson disease 20, , , , , , , , ,C3809824, 
karyomegalic interstitial nephritis, , , , , , , ,N11.8,C3553774, 
PHARC syndrome, , , , , , , , ,C2675204, 
megaconial type congenital muscular dystrophy, , , , , , , ,G71.2,C1865233,C566527
muscular dystrophy-dystroglycanopathy type B6, , , , , , , ,G71.2,C1837229,C563844
congenital muscular dystrophy due to integrin alpha-7 deficiency, , , , , , , ,G71.2,C2750786,C567709
long QT syndrome 2, , , , , , , ,I45.8, , 
long QT syndrome 3, , , , , , , ,I45.8,"C1838527,C1859062,C3276240,C3276241",C565840
long QT syndrome 5, , , , , , , ,I45.8, , 
long QT syndrome 6, , , , , , , ,I45.8, , 
long QT syndrome 9, , , , , , , ,I45.8,C2678485,C567515
long QT syndrome 11, , , , , , , ,I45.8,C2678483,C567513
long QT syndrome 12, , , , , , , ,I45.8,C2751830,C567842
long QT syndrome 13, , , , , , , ,I45.8,C3150733, 
long QT syndrome 14, , , , , , , ,I45.8,C4015671, 
long QT syndrome 15, , , , , , , ,I45.8,C4015695, 
congenital myasthenic syndrome 8, , , , , , , , ,C3808739, 
congenital myasthenic syndrome 15, , , , , , , , ,C4015596, 
congenital myasthenic syndrome 7, , , , , , , , ,C4015038, 
congenital myasthenic syndrome 12, , , , , , , , ,"C1864649,C3552335", 
congenital myasthenic syndrome 20, , , , , , , , ,C4310694, 
congenital myasthenic syndrome 1B, , , , , , , , ,C1837122, 
congenital myasthenic syndrome 3C, , , , , , , , ,C4225370, 
congenital myasthenic syndrome 3B, , , , , , , , ,C4225371, 
congenital myasthenic syndrome 3A, , , , , , , , ,C4225372, 
congenital myasthenic syndrome 5, , , , , , , ,G70.2, , 
congenital myasthenic syndrome 14, , , , , , , , ,C4015597, 
congenital myasthenic syndrome 9, , , , , , , , ,C4225368, 
congenital myasthenic syndrome 6, , , , , , ,358.00, ,C0393929,C535759
congenital myasthenic syndrome 21, , , , , , , , ,C4310654, 
congenital myasthenic syndrome 19, , , , , , , , ,C4225235, 
congenital myasthenic syndrome 17, , , , , , , , ,C4225377, 
congenital myasthenic syndrome 11, , , , , , , , ,C1837094,C563831
congenital myasthenic syndrome 13, , , , , , , , ,C3553645, 
congenital myasthenic syndrome 4B, , , , , , , , ,C4225369, 
congenital myasthenic syndrome 4C, , , , , , , , ,"C1837091,C1837092,C1837094", 
congenital myasthenic syndrome 2A, , , , , , , , ,C4225374, 
congenital myasthenic syndrome 16, , , , , , , , ,"C3280112,C3502630", 
congenital myasthenic syndrome 18, , , , , , , , ,C4225364, 
hypotrichosis 2, , , ,smoking, , , , ,C1840299, 
hypotrichosis 3, , , , , , , , ,C3151432, 
hypotrichosis 6, , , , , , , , ,C1842839,C564312
hypotrichosis 7, , , , , , , , ,"C1836672,C3148823,C3148824",C536973
hypotrichosis 8, , , , , , , , ,"C1848435,C3279470",C566950
hypotrichosis 11, , , , , , , , ,C3554409, 
hypotrichosis 12, , , , , , , , ,C4014563, 
hypotrichosis 13, , , , , , , , ,C4014616, 
Oguchi disease-2, , , , , , , , ,C3150678, 
congenital stationary night blindness 1G, , , , , , , , ,C4225345, 
Warburg micro syndrome 2, , , , , , , ,Q87.0,C3280214, 
Warburg micro syndrome 3, , , , , , , ,Q87.0,C3280203, 
Warburg micro syndrome 4, , , , , , , ,Q87.0,C3810265, 
neuronal ceroid lipofuscinosis 4B, , , , , , , ,E75.4,C1834207, 
neuronal ceroid lipofuscinosis 13, , , , , , , ,E75.4,C3715049, 
neuronal ceroid lipofuscinosis 11, , , , , , , ,E75.4,C3539123, 
neurodegeneration with brain iron accumulation 4, , , , , , ,333.0,G23.0,C3280371, 
neurodegeneration with brain iron accumulation 5, , , , , , , ,G23.0,C3550973, 
neurodegeneration with brain iron accumulation 6, , , , , , , ,G23.0,C3810230, 
type 1 diabetes mellitus 2, , , , , , , ,E10,C1852092,C565100
type 1 diabetes mellitus 12, , , , , , , ,E10,C1832392,C563326
type 1 diabetes mellitus 20, , , , , , , ,E10,C2675866,C567286
hereditary spastic paraplegia 10, , , , , , , ,G11.4,C1858712,C537482
hereditary spastic paraplegia 11, , , , , , , ,G11.4,"C1858479,C2931821","C537483,C538335"
hereditary spastic paraplegia 12, , , , , , , ,G11.4,C1858106,C537484
hereditary spastic paraplegia 13, , , , , , , ,G11.4,C1854467,C537485
hereditary spastic paraplegia 15, , , , , , , ,G11.4,C1849128,C536642
hereditary spastic paraplegia 17, , , , , , , ,G11.4,"C2931276,CN074197",C536644
hereditary spastic paraplegia 18, , , , , , , ,G11.4,C2749936,C567628
hereditary spastic paraplegia 2, , , , , , , ,G11.4,C1839264,C536857
hereditary spastic paraplegia 26, , , , , , , ,G11.4,C1836632,C536862
hereditary spastic paraplegia 28, , , , , , , ,G11.4,C1836295,C563732
hereditary spastic paraplegia 30, , , , , , , ,G11.4,C1835896,C563677
hereditary spastic paraplegia 31, , , , , , , ,G11.4,C1853247,C565210
hereditary spastic paraplegia 33, , , , , , , , ,C1853251,C565214
hereditary spastic paraplegia 35, , , , , , , ,G11.4,"C1823105,C3668943", 
hereditary spastic paraplegia 39, , , , , , , ,G11.4,C2677586,C567433
hereditary spastic paraplegia 3A, , , , , , , ,G11.4,C2931355,C536864
hereditary spastic paraplegia 42, , , , , , , ,G11.4,C2675528,C567262
hereditary spastic paraplegia 43, , , , , , , ,G11.4,C2680446, 
hereditary spastic paraplegia 44, , , , , , , ,G11.4,C2750784,C567707
hereditary spastic paraplegia 45, , , , , , , ,G11.4,C2680447, 
hereditary spastic paraplegia 46, , , , , , , ,G11.4,C2828721, 
hereditary spastic paraplegia 47, , , , , , , , ,C3279738, 
hereditary spastic paraplegia 49, , , , , , , ,G11.4,C3542549, 
hereditary spastic paraplegia 50, , , , , , , , ,C2752008,C567858
hereditary spastic paraplegia 51, , , , , , , , ,C3151056, 
hereditary spastic paraplegia 52, , , , , , , , ,C3279743, 
hereditary spastic paraplegia 53, , , , , , , ,G11.4,C3539494, 
hereditary spastic paraplegia 54, , , , , , , ,G11.4,C3539495, 
hereditary spastic paraplegia 55, , , , , , , ,G11.4,C3539506, 
hereditary spastic paraplegia 56, , , , , , , ,G11.4,C3539507, 
hereditary spastic paraplegia 57, , , , , , , ,G11.4,C3714897, 
hereditary spastic paraplegia 5A, , , , , , , ,G11.4,"C1849115,C2931356",C536871
